period_id,project_id,baseline_budget,current_budget,actual_cost,committed_cost,forecast_cost,planned_cost_to_date,earned_value,budget_variance,budget_variance_pct,cost_variance,cpi,forecast_variance,burn_rate,remaining_budget
202504,121,500000,500000,231000,148000,545000,263000,206000,-45000,-9.04,-25000,0.894,-45000,58000,269000
202505,121,500000,500000,241000,135000,545000,283000,220000,-45000,-9.04,-22000,0.91,-45000,48000,259000
202506,121,500000,500000,265000,120000,545000,302000,231000,-45000,-9.04,-34000,0.872,-45000,44000,235000
202507,121,500000,500000,279000,79000,545000,322000,248000,-45000,-9.04,-31000,0.889,-45000,40000,221000
202508,121,500000,500000,296000,107000,545000,341000,269000,-45000,-9.04,-27000,0.909,-45000,37000,204000
202509,121,500000,500000,321000,89000,545000,360000,278000,-45000,-9.04,-43000,0.867,-45000,36000,179000
202510,121,500000,500000,313000,75000,545000,380000,291000,-45000,-9.04,-22000,0.93,-45000,31000,187000
202511,121,500000,500000,350000,77000,545000,399000,302000,-45000,-9.04,-48000,0.862,-45000,32000,150000
202512,121,500000,500000,371000,76000,545000,419000,317000,-45000,-9.04,-54000,0.855,-45000,31000,129000
202601,121,500000,500000,382000,60000,545000,438000,335000,-45000,-9.04,-47000,0.877,-45000,29000,118000
202602,121,500000,500000,382000,50000,545000,456000,337000,-45000,-9.04,-44000,0.884,-45000,27000,118000
202603,121,500000,500000,444000,43000,545000,476000,392000,-45000,-9.04,-52000,0.883,-45000,30000,56000
202604,121,500000,500000,457000,33000,545000,495000,411000,-45000,-9.04,-45000,0.901,-45000,29000,43000
202605,121,500000,500000,483000,30000,545000,500000,434000,-45000,-9.04,-49000,0.899,-45000,28000,17000
202606,121,500000,500000,487000,20000,545000,500000,445000,-45000,-9.04,-42000,0.914,-45000,27000,13000
202607,121,500000,500000,493000,26000,545000,500000,444000,-45000,-9.04,-49000,0.9,-45000,26000,7000
202608,121,500000,500000,496000,22000,545000,500000,455000,-45000,-9.04,-41000,0.918,-45000,25000,4000
202609,121,500000,500000,509000,11000,545000,500000,467000,-45000,-9.04,-42000,0.917,-45000,24000,-9000
202610,121,500000,500000,509000,15000,545000,500000,476000,-45000,-9.04,-33000,0.935,-45000,23000,-9000
202611,121,500000,500000,526000,6000,545000,500000,494000,-45000,-9.04,-32000,0.94,-45000,23000,-26000
202612,121,500000,500000,524000,9000,545000,500000,495000,-45000,-9.04,-29000,0.944,-45000,22000,-24000
202501,122,2982000,2982000,0,1507000,2823000,0,0,159000,5.35,0,1.0,159000,0,2982000
202502,122,2982000,2982000,0,1499000,2823000,0,0,159000,5.35,0,1.0,159000,0,2982000
202503,122,2982000,2982000,0,1485000,2823000,0,0,159000,5.35,0,1.0,159000,0,2982000
202504,122,2982000,2982000,0,1427000,2823000,0,0,159000,5.35,0,1.0,159000,0,2982000
202505,122,2982000,2982000,0,991000,2823000,0,0,159000,5.35,0,1.0,159000,0,2982000
202506,122,2982000,2982000,0,1024000,2823000,0,0,159000,5.35,0,1.0,159000,0,2982000
202507,122,2982000,2982000,0,1111000,2823000,0,0,159000,5.35,0,1.0,159000,0,2982000
202508,122,2982000,2982000,0,896000,2823000,0,0,159000,5.35,0,1.0,159000,0,2982000
202509,122,2982000,2982000,0,1079000,2823000,0,0,159000,5.35,0,1.0,159000,0,2982000
202510,122,2982000,2982000,0,1351000,2823000,0,0,159000,5.35,0,1.0,159000,0,2982000
202511,122,2982000,2982000,63000,1445000,2823000,64000,63000,159000,5.35,0,0.997,159000,6000,2919000
202512,122,2982000,2982000,175000,911000,2823000,175000,179000,159000,5.35,4000,1.023,159000,15000,2807000
202601,122,2982000,2982000,287000,1252000,2823000,286000,281000,159000,5.35,-6000,0.978,159000,22000,2695000
202602,122,2982000,2982000,388000,1180000,2823000,386000,393000,159000,5.35,6000,1.015,159000,28000,2594000
202603,122,2982000,2982000,472000,1229000,2823000,497000,491000,159000,5.35,19000,1.04,159000,31000,2510000
202604,122,2982000,2982000,610000,1093000,2823000,604000,610000,159000,5.35,-1000,0.999,159000,38000,2372000
202605,122,2982000,2982000,707000,872000,2823000,715000,704000,159000,5.35,-2000,0.997,159000,42000,2275000
202606,122,2982000,2982000,817000,744000,2823000,822000,826000,159000,5.35,9000,1.011,159000,45000,2165000
202607,122,2982000,2982000,935000,848000,2823000,933000,951000,159000,5.35,16000,1.017,159000,49000,2047000
202608,122,2982000,2982000,1002000,781000,2823000,1044000,1052000,159000,5.35,50000,1.05,159000,50000,1980000
202609,122,2982000,2982000,1142000,723000,2823000,1151000,1156000,159000,5.35,14000,1.012,159000,54000,1840000
202610,122,2982000,2982000,1216000,666000,2823000,1262000,1273000,159000,5.35,57000,1.047,159000,55000,1766000
202611,122,2982000,2982000,1384000,651000,2823000,1369000,1392000,159000,5.35,9000,1.006,159000,60000,1598000
202612,122,2982000,2982000,1460000,577000,2823000,1480000,1490000,159000,5.35,30000,1.02,159000,61000,1522000
202501,123,3678000,3678000,0,1931000,3652000,0,0,26000,0.72,0,1.0,26000,0,3678000
202502,123,3678000,3678000,0,1287000,3652000,0,0,26000,0.72,0,1.0,26000,0,3678000
202503,123,3678000,3678000,0,1732000,3652000,0,0,26000,0.72,0,1.0,26000,0,3678000
202504,123,3678000,3678000,0,1703000,3652000,0,0,26000,0.72,0,1.0,26000,0,3678000
202505,123,3678000,3678000,0,1804000,3652000,0,0,26000,0.72,0,1.0,26000,0,3678000
202506,123,3678000,3678000,0,1422000,3652000,0,0,26000,0.72,0,1.0,26000,0,3678000
202507,123,3678000,3678000,0,1502000,3652000,0,0,26000,0.72,0,1.0,26000,0,3678000
202508,123,3678000,3678000,0,1692000,3652000,0,0,26000,0.72,0,1.0,26000,0,3678000
202509,123,3678000,3678000,9000,1084000,3652000,10000,10000,26000,0.72,0,1.041,26000,1000,3669000
202510,123,3678000,3678000,149000,1262000,3652000,158000,158000,26000,0.72,9000,1.058,26000,15000,3529000
202511,123,3678000,3678000,304000,1156000,3652000,301000,302000,26000,0.72,-2000,0.993,26000,28000,3374000
202512,123,3678000,3678000,439000,1404000,3652000,450000,462000,26000,0.72,23000,1.052,26000,37000,3239000
202601,123,3678000,3678000,578000,989000,3652000,598000,599000,26000,0.72,21000,1.036,26000,44000,3100000
202602,123,3678000,3678000,711000,1027000,3652000,732000,757000,26000,0.72,47000,1.066,26000,51000,2967000
202603,123,3678000,3678000,879000,1028000,3652000,880000,893000,26000,0.72,15000,1.017,26000,59000,2799000
202604,123,3678000,3678000,1015000,1211000,3652000,1024000,1038000,26000,0.72,23000,1.023,26000,63000,2663000
202605,123,3678000,3678000,1239000,863000,3652000,1172000,1207000,26000,0.72,-32000,0.974,26000,73000,2439000
202606,123,3678000,3678000,1360000,1067000,3652000,1315000,1329000,26000,0.72,-30000,0.978,26000,76000,2318000
202607,123,3678000,3678000,1403000,749000,3652000,1464000,1462000,26000,0.72,60000,1.043,26000,74000,2275000
202608,123,3678000,3678000,1617000,923000,3652000,1612000,1610000,26000,0.72,-7000,0.996,26000,81000,2061000
202609,123,3678000,3678000,1838000,635000,3652000,1755000,1790000,26000,0.72,-48000,0.974,26000,88000,1840000
202610,123,3678000,3678000,1844000,785000,3652000,1904000,1958000,26000,0.72,114000,1.062,26000,84000,1834000
202611,123,3678000,3678000,2135000,785000,3652000,2047000,2091000,26000,0.72,-44000,0.98,26000,93000,1543000
202612,123,3678000,3678000,2283000,497000,3652000,2195000,2241000,26000,0.72,-42000,0.982,26000,95000,1395000
202501,124,2888000,2888000,1673000,496000,2792000,1665000,1688000,96000,3.31,15000,1.009,96000,1673000,1215000
202502,124,2888000,2888000,1814000,447000,2792000,1785000,1840000,96000,3.31,25000,1.014,96000,907000,1074000
202503,124,2888000,2888000,2009000,257000,2792000,1918000,1953000,96000,3.31,-56000,0.972,96000,670000,879000
202504,124,2888000,2888000,1993000,373000,2792000,2047000,2077000,96000,3.31,84000,1.042,96000,498000,895000
202505,124,2888000,2888000,2120000,303000,2792000,2180000,2147000,96000,3.31,27000,1.013,96000,424000,768000
202506,124,2888000,2888000,2231000,188000,2792000,2309000,2273000,96000,3.31,42000,1.019,96000,372000,657000
202507,124,2888000,2888000,2542000,106000,2792000,2442000,2489000,96000,3.31,-54000,0.979,96000,363000,346000
202508,124,2888000,2888000,2459000,103000,2792000,2575000,2575000,96000,3.31,116000,1.047,96000,307000,429000
202509,124,2888000,2888000,2727000,24000,2792000,2703000,2804000,96000,3.31,76000,1.028,96000,303000,161000
202510,124,2888000,2888000,2905000,0,2905000,2837000,2835000,-17000,-0.58,-70000,0.976,-17000,290000,-17000
202511,124,2888000,2888000,2866000,0,2866000,2888000,2926000,22000,0.76,60000,1.021,22000,261000,22000
202512,124,2888000,2888000,2815000,0,2815000,2888000,2937000,73000,2.52,122000,1.043,73000,235000,73000
202601,124,2888000,2888000,2931000,0,2931000,2888000,2871000,-43000,-1.48,-60000,0.979,-43000,225000,-43000
202602,124,2888000,2888000,2867000,0,2867000,2888000,2868000,21000,0.72,1000,1.0,21000,205000,21000
202603,124,2888000,2888000,2653000,47000,2792000,2888000,2832000,96000,3.31,179000,1.067,96000,177000,235000
202604,124,2888000,2888000,2655000,59000,2792000,2888000,2826000,96000,3.31,171000,1.064,96000,166000,233000
202605,124,2888000,2888000,2912000,0,2912000,2888000,2958000,-24000,-0.84,46000,1.016,-24000,171000,-24000
202606,124,2888000,2888000,2793000,0,2793000,2888000,2864000,95000,3.27,71000,1.025,95000,155000,95000
202607,124,2888000,2888000,2851000,0,2851000,2888000,2902000,37000,1.29,51000,1.018,37000,150000,37000
202608,124,2888000,2888000,2911000,0,2911000,2888000,2917000,-23000,-0.8,6000,1.002,-23000,146000,-23000
202609,124,2888000,2888000,2772000,10000,2792000,2888000,2862000,96000,3.31,90000,1.033,96000,132000,116000
202610,124,2888000,2888000,2837000,0,2837000,2888000,2925000,51000,1.77,88000,1.031,51000,129000,51000
202611,124,2888000,2888000,2780000,4000,2792000,2888000,2888000,96000,3.31,108000,1.039,96000,121000,108000
202612,124,2888000,2888000,2932000,0,2932000,2888000,2922000,-44000,-1.52,-10000,0.997,-44000,122000,-44000
202501,125,5864000,5864000,2925000,1782000,6474000,2510000,2417000,-610000,-10.4,-508000,0.826,-610000,2925000,2939000
202502,125,5864000,5864000,3421000,1186000,6474000,3035000,2859000,-610000,-10.4,-562000,0.836,-610000,1711000,2443000
202503,125,5864000,5864000,4342000,646000,6474000,3616000,3392000,-610000,-10.4,-950000,0.781,-610000,1447000,1522000
202504,125,5864000,5864000,4686000,959000,6474000,4178000,4036000,-610000,-10.4,-650000,0.861,-610000,1171000,1178000
202505,125,5864000,5864000,5578000,439000,6474000,4759000,4660000,-610000,-10.4,-919000,0.835,-610000,1116000,286000
202506,125,5864000,5864000,6172000,113000,6474000,5321000,5053000,-610000,-10.4,-1120000,0.819,-610000,1029000,-308000
202507,125,5864000,5864000,6798000,0,6798000,5864000,5636000,-934000,-15.92,-1162000,0.829,-934000,971000,-934000
202508,125,5864000,5864000,6353000,49000,6474000,5864000,5726000,-610000,-10.4,-627000,0.901,-610000,794000,-489000
202509,125,5864000,5864000,6717000,0,6717000,5864000,5692000,-853000,-14.55,-1025000,0.847,-853000,746000,-853000
202510,125,5864000,5864000,6798000,0,6798000,5864000,5610000,-934000,-15.92,-1188000,0.825,-934000,680000,-934000
202511,125,5864000,5864000,6798000,0,6798000,5864000,5741000,-934000,-15.92,-1056000,0.845,-934000,618000,-934000
202512,125,5864000,5864000,6798000,0,6798000,5864000,5541000,-934000,-15.92,-1256000,0.815,-934000,566000,-934000
202601,125,5864000,6040000,6645000,0,6645000,5864000,5689000,-605000,-10.01,-956000,0.856,-605000,511000,-605000
202602,125,5864000,6040000,6798000,0,6798000,5864000,5717000,-758000,-12.55,-1081000,0.841,-758000,486000,-758000
202603,125,5864000,6040000,6798000,0,6798000,5864000,5577000,-758000,-12.55,-1221000,0.82,-758000,453000,-758000
202604,125,5864000,6040000,6447000,14000,6474000,5864000,5508000,-434000,-7.19,-939000,0.854,-434000,403000,-407000
202605,125,5864000,6040000,6721000,0,6721000,5864000,5705000,-682000,-11.28,-1017000,0.849,-682000,395000,-682000
202606,125,5864000,6040000,6528000,0,6528000,5864000,5540000,-488000,-8.08,-988000,0.849,-488000,363000,-488000
202607,125,5864000,6040000,6250000,75000,6474000,5864000,5610000,-434000,-7.19,-640000,0.898,-434000,329000,-210000
202608,125,5864000,6040000,6798000,0,6798000,5864000,5712000,-758000,-12.55,-1086000,0.84,-758000,340000,-758000
202609,125,5864000,6040000,6506000,0,6506000,5864000,5679000,-467000,-7.72,-828000,0.873,-467000,310000,-467000
202610,125,5864000,6040000,6721000,0,6721000,5864000,5679000,-681000,-11.28,-1042000,0.845,-681000,306000,-681000
202611,125,5864000,6040000,6512000,0,6512000,5864000,5617000,-472000,-7.81,-895000,0.863,-472000,283000,-472000
202612,125,5864000,6040000,6038000,154000,6474000,5864000,5487000,-434000,-7.19,-551000,0.909,-434000,252000,2000
202501,126,2143000,2143000,0,768000,2063000,0,0,80000,3.72,0,1.0,80000,0,2143000
202502,126,2143000,2143000,0,957000,2063000,0,0,80000,3.72,0,1.0,80000,0,2143000
202503,126,2143000,2143000,0,1078000,2063000,0,0,80000,3.72,0,1.0,80000,0,2143000
202504,126,2143000,2143000,54000,754000,2063000,55000,53000,80000,3.72,-1000,0.984,80000,14000,2089000
202505,126,2143000,2143000,121000,927000,2063000,128000,130000,80000,3.72,8000,1.068,80000,24000,2022000
202506,126,2143000,2143000,195000,885000,2063000,200000,196000,80000,3.72,0,1.001,80000,33000,1948000
202507,126,2143000,2143000,254000,914000,2063000,273000,264000,80000,3.72,11000,1.042,80000,36000,1889000
202508,126,2143000,2143000,353000,877000,2063000,347000,346000,80000,3.72,-7000,0.98,80000,44000,1790000
202509,126,2143000,2143000,410000,434000,2063000,418000,409000,80000,3.72,-1000,0.998,80000,46000,1733000
202510,126,2143000,2143000,481000,517000,2063000,492000,483000,80000,3.72,2000,1.005,80000,48000,1662000
202511,126,2143000,2143000,562000,703000,2063000,563000,548000,80000,3.72,-14000,0.975,80000,51000,1581000
202512,126,2143000,2143000,629000,750000,2063000,637000,624000,80000,3.72,-5000,0.992,80000,52000,1514000
202601,126,2143000,2143000,670000,375000,2063000,710000,701000,80000,3.72,31000,1.046,80000,52000,1473000
202602,126,2143000,2143000,711000,434000,2063000,777000,746000,80000,3.72,34000,1.048,80000,51000,1432000
202603,126,2143000,2143000,833000,392000,2063000,851000,842000,80000,3.72,9000,1.011,80000,56000,1310000
202604,126,2143000,2143000,870000,637000,2063000,922000,889000,80000,3.72,19000,1.022,80000,54000,1273000
202605,126,2143000,2143000,927000,341000,2063000,995000,984000,80000,3.72,57000,1.061,80000,55000,1216000
202606,126,2143000,2143000,1001000,384000,2063000,1067000,1070000,80000,3.72,69000,1.069,80000,56000,1142000
202607,126,2143000,2143000,1096000,247000,2063000,1140000,1101000,80000,3.72,5000,1.004,80000,58000,1047000
202608,126,2143000,2143000,1149000,239000,2063000,1214000,1212000,80000,3.72,63000,1.055,80000,57000,994000
202609,126,2143000,2143000,1284000,222000,2063000,1285000,1300000,80000,3.72,16000,1.013,80000,61000,859000
202610,126,2143000,2143000,1299000,320000,2063000,1359000,1335000,80000,3.72,36000,1.028,80000,59000,844000
202611,126,2143000,2143000,1411000,215000,2063000,1430000,1429000,80000,3.72,18000,1.013,80000,61000,732000
202612,126,2143000,2143000,1470000,306000,2063000,1504000,1490000,80000,3.72,20000,1.014,80000,61000,673000
202501,127,1615000,1615000,1594000,0,1594000,1615000,1652000,21000,1.29,58000,1.036,21000,1594000,21000
202502,127,1615000,1615000,1594000,0,1594000,1615000,1653000,21000,1.29,59000,1.037,21000,797000,21000
202503,127,1615000,1615000,1594000,0,1594000,1615000,1594000,21000,1.29,0,1.0,21000,531000,21000
202504,127,1615000,1615000,1594000,0,1594000,1615000,1593000,21000,1.29,-1000,0.999,21000,399000,21000
202505,127,1615000,1615000,1556000,0,1556000,1615000,1645000,59000,3.68,90000,1.058,59000,311000,59000
202506,127,1615000,1615000,1594000,0,1594000,1615000,1578000,21000,1.29,-17000,0.99,21000,266000,21000
202507,127,1615000,1615000,1592000,0,1592000,1615000,1627000,23000,1.43,35000,1.022,23000,227000,23000
202508,127,1615000,1615000,1565000,0,1565000,1615000,1586000,50000,3.08,21000,1.014,50000,196000,50000
202509,127,1615000,1615000,1590000,0,1590000,1615000,1625000,25000,1.53,35000,1.022,25000,177000,25000
202510,127,1615000,1615000,1594000,0,1594000,1615000,1597000,21000,1.29,3000,1.002,21000,159000,21000
202511,127,1615000,1615000,1594000,0,1594000,1615000,1583000,21000,1.29,-11000,0.993,21000,145000,21000
202512,127,1615000,1615000,1594000,0,1594000,1615000,1637000,21000,1.29,43000,1.027,21000,133000,21000
202601,127,1615000,1615000,1561000,0,1561000,1615000,1656000,54000,3.37,95000,1.061,54000,120000,54000
202602,127,1615000,1615000,1527000,0,1527000,1615000,1605000,88000,5.42,78000,1.051,88000,109000,88000
202603,127,1615000,1615000,1590000,0,1590000,1615000,1607000,25000,1.52,16000,1.01,25000,106000,25000
202604,127,1615000,1615000,1539000,0,1539000,1615000,1612000,76000,4.7,73000,1.047,76000,96000,76000
202605,127,1615000,1615000,1517000,1000,1518000,1615000,1618000,97000,5.99,101000,1.067,97000,89000,98000
202606,127,1615000,1615000,1541000,0,1541000,1615000,1608000,74000,4.61,67000,1.044,74000,86000,74000
202607,127,1615000,1615000,1559000,0,1559000,1615000,1588000,56000,3.49,29000,1.019,56000,82000,56000
202608,127,1615000,1615000,1594000,0,1594000,1615000,1656000,21000,1.29,62000,1.039,21000,80000,21000
202609,127,1615000,1615000,1594000,0,1594000,1615000,1609000,21000,1.29,15000,1.009,21000,76000,21000
202610,127,1615000,1615000,1594000,0,1594000,1615000,1603000,21000,1.29,9000,1.006,21000,72000,21000
202611,127,1615000,1615000,1594000,0,1594000,1615000,1602000,21000,1.29,8000,1.005,21000,69000,21000
202612,127,1615000,1615000,1515000,2000,1518000,1615000,1580000,97000,5.99,65000,1.043,97000,63000,100000
202501,128,3644000,3644000,2027000,506000,3996000,2501000,1979000,-352000,-9.66,-49000,0.976,-352000,2027000,1617000
202502,128,3644000,3644000,2355000,738000,3996000,2744000,2074000,-352000,-9.66,-281000,0.881,-352000,1177000,1289000
202503,128,3644000,3644000,2666000,655000,3996000,3012000,2357000,-352000,-9.66,-308000,0.884,-352000,889000,978000
202504,128,3644000,3644000,2913000,404000,3996000,3272000,2507000,-352000,-9.66,-407000,0.86,-352000,728000,731000
202505,128,3644000,3644000,3060000,315000,3996000,3540000,2675000,-352000,-9.66,-385000,0.874,-352000,612000,584000
202506,128,3644000,3644000,2914000,296000,3996000,3644000,2760000,-352000,-9.66,-154000,0.947,-352000,486000,730000
202507,128,3644000,3644000,2888000,583000,3996000,3644000,2746000,-352000,-9.66,-141000,0.951,-352000,413000,756000
202508,128,3644000,3644000,3128000,423000,3996000,3644000,2781000,-352000,-9.66,-347000,0.889,-352000,391000,516000
202509,128,3644000,3644000,2884000,285000,3996000,3644000,2815000,-352000,-9.66,-69000,0.976,-352000,320000,760000
202510,128,3644000,3644000,2946000,509000,3996000,3644000,2754000,-352000,-9.66,-192000,0.935,-352000,295000,698000
202511,128,3644000,3644000,2780000,635000,3996000,3644000,2691000,-352000,-9.66,-89000,0.968,-352000,253000,864000
202512,128,3644000,3644000,3001000,291000,3996000,3644000,2661000,-352000,-9.66,-340000,0.887,-352000,250000,643000
202601,128,3644000,3753000,2855000,627000,3996000,3644000,2718000,-243000,-6.46,-136000,0.952,-243000,220000,899000
202602,128,3644000,3753000,2762000,387000,3996000,3644000,2660000,-243000,-6.46,-102000,0.963,-243000,197000,992000
202603,128,3644000,3753000,2840000,583000,3996000,3644000,2687000,-243000,-6.46,-153000,0.946,-243000,189000,913000
202604,128,3644000,3753000,2695000,511000,3996000,3644000,2587000,-243000,-6.46,-107000,0.96,-243000,168000,1059000
202605,128,3644000,3753000,3046000,385000,3996000,3644000,2706000,-243000,-6.46,-339000,0.889,-243000,179000,708000
202606,128,3644000,3753000,2708000,508000,3996000,3644000,2652000,-243000,-6.46,-56000,0.979,-243000,150000,1045000
202607,128,3644000,3753000,2798000,518000,3996000,3644000,2657000,-243000,-6.46,-141000,0.95,-243000,147000,956000
202608,128,3644000,3753000,2784000,554000,3996000,3644000,2682000,-243000,-6.46,-102000,0.963,-243000,139000,970000
202609,128,3644000,3753000,2966000,467000,3996000,3644000,2696000,-243000,-6.46,-270000,0.909,-243000,141000,787000
202610,128,3644000,3753000,2604000,581000,3996000,3644000,2502000,-243000,-6.46,-102000,0.961,-243000,118000,1149000
202611,128,3644000,3753000,2785000,410000,3996000,3644000,2524000,-243000,-6.46,-261000,0.906,-243000,121000,968000
202612,128,3644000,3753000,2980000,318000,3996000,3644000,2577000,-243000,-6.46,-403000,0.865,-243000,124000,774000
202501,129,5188000,5188000,0,2422000,5698000,0,0,-510000,-9.83,0,1.0,-510000,0,5188000
202502,129,5188000,5188000,0,2399000,5698000,0,0,-510000,-9.83,0,1.0,-510000,0,5188000
202503,129,5188000,5188000,0,3029000,5698000,0,0,-510000,-9.83,0,1.0,-510000,0,5188000
202504,129,5188000,5188000,385000,2406000,5698000,436000,353000,-510000,-9.83,-33000,0.915,-510000,96000,4803000
202505,129,5188000,5188000,985000,1239000,5698000,1112000,871000,-510000,-9.83,-114000,0.885,-510000,197000,4203000
202506,129,5188000,5188000,1504000,1214000,5698000,1766000,1401000,-510000,-9.83,-103000,0.931,-510000,251000,3684000
202507,129,5188000,5188000,2087000,1124000,5698000,2441000,1896000,-510000,-9.83,-191000,0.908,-510000,298000,3101000
202508,129,5188000,5188000,2721000,907000,5698000,3117000,2411000,-510000,-9.83,-310000,0.886,-510000,340000,2467000
202509,129,5188000,5188000,3336000,1007000,5698000,3771000,3008000,-510000,-9.83,-328000,0.902,-510000,371000,1852000
202510,129,5188000,5188000,3958000,478000,5698000,4447000,3380000,-510000,-9.83,-578000,0.854,-510000,396000,1230000
202511,129,5188000,5188000,4260000,527000,5698000,5101000,3886000,-510000,-9.83,-374000,0.912,-510000,387000,928000
202512,129,5188000,5188000,4289000,417000,5698000,5188000,3870000,-510000,-9.83,-419000,0.902,-510000,357000,899000
202601,129,5188000,5188000,4122000,763000,5698000,5188000,3839000,-510000,-9.83,-283000,0.931,-510000,317000,1066000
202602,129,5188000,5188000,4241000,442000,5698000,5188000,3951000,-510000,-9.83,-290000,0.932,-510000,303000,947000
202603,129,5188000,5188000,4893000,327000,5698000,5188000,4348000,-510000,-9.83,-545000,0.889,-510000,326000,295000
202604,129,5188000,5188000,4908000,333000,5698000,5188000,4401000,-510000,-9.83,-507000,0.897,-510000,307000,280000
202605,129,5188000,5188000,5043000,201000,5698000,5188000,4546000,-510000,-9.83,-497000,0.902,-510000,297000,145000
202606,129,5188000,5188000,5157000,164000,5698000,5188000,4612000,-510000,-9.83,-545000,0.894,-510000,286000,31000
202607,129,5188000,5188000,5030000,229000,5698000,5188000,4623000,-510000,-9.83,-408000,0.919,-510000,265000,158000
202608,129,5188000,5188000,5239000,141000,5698000,5188000,4833000,-510000,-9.83,-406000,0.923,-510000,262000,-51000
202609,129,5188000,5188000,5139000,277000,5698000,5188000,4842000,-510000,-9.83,-297000,0.942,-510000,245000,49000
202610,129,5188000,5188000,5263000,163000,5698000,5188000,4927000,-510000,-9.83,-336000,0.936,-510000,239000,-75000
202611,129,5188000,5188000,5411000,136000,5698000,5188000,5030000,-510000,-9.83,-381000,0.93,-510000,235000,-223000
202612,129,5188000,5188000,5342000,186000,5698000,5188000,5136000,-510000,-9.83,-206000,0.962,-510000,223000,-154000
202501,130,2770000,2770000,287000,748000,2938000,346000,262000,-168000,-6.07,-25000,0.914,-168000,287000,2483000
202502,130,2770000,2770000,380000,1172000,2938000,471000,348000,-168000,-6.07,-32000,0.917,-168000,190000,2390000
202503,130,2770000,2770000,489000,977000,2938000,608000,454000,-168000,-6.07,-35000,0.929,-168000,163000,2281000
202504,130,2770000,2770000,659000,1124000,2938000,741000,570000,-168000,-6.07,-89000,0.865,-168000,165000,2111000
202505,130,2770000,2770000,709000,915000,2938000,879000,662000,-168000,-6.07,-48000,0.933,-168000,142000,2061000
202506,130,2770000,2770000,815000,826000,2938000,1012000,734000,-168000,-6.07,-82000,0.9,-168000,136000,1955000
202507,130,2770000,2770000,970000,864000,2938000,1150000,858000,-168000,-6.07,-112000,0.884,-168000,139000,1800000
202508,130,2770000,2770000,1035000,651000,2938000,1287000,954000,-168000,-6.07,-81000,0.922,-168000,129000,1735000
202509,130,2770000,2770000,1086000,482000,2938000,1421000,1039000,-168000,-6.07,-47000,0.957,-168000,121000,1684000
202510,130,2770000,2770000,1185000,829000,2938000,1558000,1155000,-168000,-6.07,-30000,0.975,-168000,118000,1585000
202511,130,2770000,2770000,1339000,462000,2938000,1691000,1216000,-168000,-6.07,-123000,0.908,-168000,122000,1431000
202512,130,2770000,2770000,1459000,461000,2938000,1829000,1325000,-168000,-6.07,-134000,0.908,-168000,122000,1311000
202601,130,2770000,2853000,1520000,675000,2938000,1967000,1439000,-85000,-2.98,-81000,0.947,-85000,117000,1333000
202602,130,2770000,2853000,1631000,337000,2938000,2091000,1474000,-85000,-2.98,-157000,0.904,-85000,116000,1222000
202603,130,2770000,2853000,1604000,659000,2938000,2228000,1546000,-85000,-2.98,-58000,0.964,-85000,107000,1249000
202604,130,2770000,2853000,1716000,586000,2938000,2362000,1667000,-85000,-2.98,-49000,0.971,-85000,107000,1137000
202605,130,2770000,2853000,1960000,472000,2938000,2499000,1750000,-85000,-2.98,-210000,0.893,-85000,115000,893000
202606,130,2770000,2853000,2007000,319000,2938000,2632000,1811000,-85000,-2.98,-196000,0.902,-85000,111000,846000
202607,130,2770000,2853000,2141000,274000,2938000,2770000,1879000,-85000,-2.98,-262000,0.878,-85000,113000,712000
202608,130,2770000,2853000,2004000,369000,2938000,2770000,1960000,-85000,-2.98,-44000,0.978,-85000,100000,849000
202609,130,2770000,2853000,2065000,478000,2938000,2770000,1979000,-85000,-2.98,-86000,0.959,-85000,98000,788000
202610,130,2770000,2853000,2091000,440000,2938000,2770000,1883000,-85000,-2.98,-208000,0.901,-85000,95000,762000
202611,130,2770000,2853000,2168000,352000,2938000,2770000,1965000,-85000,-2.98,-203000,0.906,-85000,94000,685000
202612,130,2770000,2853000,2181000,216000,2938000,2770000,1877000,-85000,-2.98,-304000,0.86,-85000,91000,672000
202501,131,1004000,1004000,0,319000,969000,0,0,35000,3.51,0,1.0,35000,0,1004000
202502,131,1004000,1004000,0,333000,969000,0,0,35000,3.51,0,1.0,35000,0,1004000
202503,131,1004000,1004000,0,345000,969000,0,0,35000,3.51,0,1.0,35000,0,1004000
202504,131,1004000,1004000,0,362000,969000,0,0,35000,3.51,0,1.0,35000,0,1004000
202505,131,1004000,1004000,0,400000,969000,0,0,35000,3.51,0,1.0,35000,0,1004000
202506,131,1004000,1004000,0,431000,969000,0,0,35000,3.51,0,1.0,35000,0,1004000
202507,131,1004000,1004000,0,473000,969000,0,0,35000,3.51,0,1.0,35000,0,1004000
202508,131,1004000,1004000,53000,403000,969000,55000,55000,35000,3.51,2000,1.032,35000,7000,951000
202509,131,1004000,1004000,118000,418000,969000,126000,122000,35000,3.51,4000,1.035,35000,13000,886000
202510,131,1004000,1004000,201000,216000,969000,200000,195000,35000,3.51,-6000,0.972,35000,20000,803000
202511,131,1004000,1004000,257000,189000,969000,271000,271000,35000,3.51,14000,1.053,35000,23000,747000
202512,131,1004000,1004000,344000,322000,969000,345000,338000,35000,3.51,-6000,0.982,35000,29000,660000
202601,131,1004000,1004000,417000,181000,969000,419000,409000,35000,3.51,-8000,0.98,35000,32000,587000
