period_id,project_id,planned_progress_pct,actual_progress_pct,planned_value,earned_value_schedule,planned_milestones,completed_milestones,overdue_milestones,forecast_finish_date,schedule_variance_pct,spi,milestone_completion_pct,schedule_delay_days,delivery_risk_flag
202512,120,0,0,0,0,1,1,0,2028-09-07,0,0.985,100.0,6,Low
202601,120,0,0,0,0,1,1,0,2028-09-04,0,0.991,100.0,3,Low
202602,120,1.3,1.2,18000,17000,1,1,0,2028-09-18,-0.06,0.957,100.0,17,Low
202603,120,4.6,4.6,65000,65000,1,1,0,2028-09-04,-0.04,0.991,100.0,3,Low
202604,120,7.9,7.6,111000,106000,2,2,0,2028-09-16,-0.29,0.963,100.0,15,Low
202605,120,11.2,11.0,158000,154000,2,2,0,2028-09-09,-0.24,0.979,100.0,8,Low
202606,120,14.4,13.9,203000,196000,3,3,0,2028-09-15,-0.51,0.965,100.0,14,Low
202607,120,17.8,17.1,250000,240000,4,4,0,2028-09-17,-0.69,0.961,100.0,16,Low
202608,120,21.1,20.8,297000,292000,4,4,0,2028-09-07,-0.34,0.984,100.0,6,Low
202609,120,24.4,24.1,342000,339000,5,5,0,2028-09-04,-0.22,0.991,100.0,3,Low
202610,120,27.7,26.8,389000,376000,6,6,0,2028-09-15,-0.94,0.966,100.0,14,Low
202611,120,30.9,30.6,435000,430000,6,6,0,2028-09-05,-0.35,0.989,100.0,4,Low
202612,120,34.3,33.3,482000,468000,7,7,0,2028-09-12,-0.98,0.971,100.0,11,Low
202501,121,41.4,34.2,207000,171000,8,7,1,2026-07-08,-7.17,0.827,87.5,61,Medium
202502,121,44.9,36.3,225000,182000,9,7,2,2026-07-14,-8.61,0.808,77.8,67,Medium
202503,121,48.9,38.0,244000,190000,10,8,2,2026-07-25,-10.88,0.777,80.0,78,High
202504,121,52.7,41.3,263000,206000,11,9,2,2026-07-23,-11.37,0.784,81.8,76,High
202505,121,56.6,43.9,283000,220000,11,9,2,2026-07-26,-12.68,0.776,81.8,79,High
202506,121,60.4,46.2,302000,231000,12,9,3,2026-07-30,-14.24,0.764,75.0,83,High
202507,121,64.3,49.5,322000,248000,13,10,3,2026-07-28,-14.82,0.77,76.9,81,High
202508,121,68.3,53.8,341000,269000,14,11,3,2026-07-22,-14.44,0.788,78.6,75,High
202509,121,72.1,55.6,360000,278000,14,11,3,2026-07-28,-16.47,0.772,78.6,81,High
202510,121,76.0,58.2,380000,291000,15,11,4,2026-07-30,-17.82,0.766,73.3,83,High
202511,121,79.8,60.3,399000,302000,16,12,4,2026-08-02,-19.47,0.756,75.0,86,High
202512,121,83.8,63.4,419000,317000,17,13,4,2026-08-02,-20.36,0.757,76.5,86,High
202601,121,87.7,67.0,438000,335000,18,14,4,2026-07-30,-20.68,0.764,77.8,83,High
202602,121,91.2,67.5,456000,337000,18,13,5,2026-08-08,-23.75,0.74,72.2,92,High
202603,121,95.2,78.3,476000,392000,19,16,3,2026-07-09,-16.84,0.823,84.2,62,Medium
202604,121,99.0,82.3,495000,411000,20,17,3,2026-07-06,-16.69,0.831,85.0,59,Medium
202605,121,100,86.9,500000,434000,20,17,3,2026-06-23,-13.12,0.869,85.0,46,Medium
202606,121,100,89.1,500000,445000,20,18,2,2026-06-15,-10.95,0.891,90.0,38,Medium
202607,121,100,88.8,500000,444000,20,18,2,2026-06-16,-11.17,0.888,90.0,39,Medium
202608,121,100,91.1,500000,455000,20,18,2,2026-06-08,-8.93,0.911,90.0,31,Medium
202609,121,100,93.3,500000,467000,20,19,1,2026-05-31,-6.69,0.933,95.0,23,Low
202610,121,100,95.2,500000,476000,20,19,1,2026-05-25,-4.81,0.952,95.0,17,Low
202611,121,100,98.9,500000,494000,20,20,0,2026-05-11,-1.1,0.989,100.0,3,Low
202612,121,100,99.0,500000,495000,20,20,0,2026-05-11,-1.0,0.99,100.0,3,Low
202501,122,0,0,0,0,1,1,0,2028-02-24,0,1.011,100.0,0,Low
202502,122,0,0,0,0,1,1,0,2028-02-24,0,1.023,100.0,0,Low
202503,122,0,0,0,0,1,1,0,2028-03-02,0,0.981,100.0,7,Low
202504,122,0,0,0,0,1,1,0,2028-02-24,0,0.998,100.0,0,Low
202505,122,0,0,0,0,1,1,0,2028-02-24,0,1.002,100.0,0,Low
202506,122,0,0,0,0,1,1,0,2028-02-26,0,0.994,100.0,2,Low
202507,122,0,0,0,0,1,1,0,2028-02-24,0,1.002,100.0,0,Low
202508,122,0,0,0,0,1,1,0,2028-02-24,0,1.003,100.0,0,Low
202509,122,0,0,0,0,1,1,0,2028-02-24,0,1.012,100.0,0,Low
202510,122,0,0,0,0,1,1,0,2028-02-24,0,1.001,100.0,0,Low
202511,122,2.2,2.1,64000,63000,1,1,0,2028-03-01,-0.04,0.982,100.0,6,Low
202512,122,5.9,6.0,175000,179000,1,1,0,2028-02-24,0.13,1.021,100.0,0,Low
202601,122,9.6,9.4,286000,281000,2,2,0,2028-03-02,-0.18,0.981,100.0,7,Low
202602,122,12.9,13.2,386000,393000,3,3,0,2028-02-24,0.24,1.018,100.0,0,Low
202603,122,16.7,16.5,497000,491000,3,3,0,2028-02-28,-0.19,0.989,100.0,4,Low
202604,122,20.3,20.4,604000,610000,4,4,0,2028-02-24,0.18,1.009,100.0,0,Low
202605,122,24.0,23.6,715000,704000,5,5,0,2028-02-29,-0.36,0.985,100.0,5,Low
202606,122,27.6,27.7,822000,826000,6,6,0,2028-02-24,0.13,1.005,100.0,0,Low
202607,122,31.3,31.9,933000,951000,6,6,0,2028-02-24,0.61,1.019,100.0,0,Low
202608,122,35.0,35.3,1044000,1052000,7,7,0,2028-02-24,0.26,1.007,100.0,0,Low
202609,122,38.6,38.8,1151000,1156000,8,8,0,2028-02-24,0.15,1.004,100.0,0,Low
202610,122,42.3,42.7,1262000,1273000,8,8,0,2028-02-24,0.36,1.008,100.0,0,Low
202611,122,45.9,46.7,1369000,1392000,9,9,0,2028-02-24,0.76,1.017,100.0,0,Low
202612,122,49.6,50.0,1480000,1490000,10,10,0,2028-02-24,0.33,1.007,100.0,0,Low
202501,123,0,0,0,0,1,1,0,2027-11-06,0,1.044,100.0,0,Low
202502,123,0,0,0,0,1,1,0,2027-11-06,0,1.035,100.0,0,Low
202503,123,0,0,0,0,1,1,0,2027-11-06,0,1.013,100.0,0,Low
202504,123,0,0,0,0,1,1,0,2027-11-06,0,1.014,100.0,0,Low
202505,123,0,0,0,0,1,1,0,2027-11-06,0,1.012,100.0,0,Low
202506,123,0,0,0,0,1,1,0,2027-11-06,0,1.039,100.0,0,Low
202507,123,0,0,0,0,1,1,0,2027-11-06,0,1.01,100.0,0,Low
202508,123,0,0,0,0,1,1,0,2027-11-06,0,1.02,100.0,0,Low
202509,123,0.3,0.3,10000,10000,1,1,0,2027-11-06,0.0,1.004,100.0,0,Low
202510,123,4.3,4.3,158000,158000,1,1,0,2027-11-06,0.0,1.0,100.0,0,Low
202511,123,8.2,8.2,301000,302000,2,2,0,2027-11-06,0.01,1.002,100.0,0,Low
202512,123,12.2,12.6,450000,462000,2,2,0,2027-11-06,0.33,1.027,100.0,0,Low
202601,123,16.3,16.3,598000,599000,3,3,0,2027-11-06,0.04,1.002,100.0,0,Low
202602,123,19.9,20.6,732000,757000,4,4,0,2027-11-06,0.7,1.035,100.0,0,Low
202603,123,23.9,24.3,880000,893000,5,5,0,2027-11-06,0.36,1.015,100.0,0,Low
202604,123,27.8,28.2,1024000,1038000,6,6,0,2027-11-06,0.39,1.014,100.0,0,Low
202605,123,31.9,32.8,1172000,1207000,6,6,0,2027-11-06,0.95,1.03,100.0,0,Low
202606,123,35.8,36.1,1315000,1329000,7,7,0,2027-11-06,0.38,1.011,100.0,0,Low
202607,123,39.8,39.8,1464000,1462000,8,8,0,2027-11-06,-0.03,0.999,100.0,0,Low
202608,123,43.8,43.8,1612000,1610000,9,9,0,2027-11-06,-0.06,0.999,100.0,0,Low
202609,123,47.7,48.7,1755000,1790000,10,10,0,2027-11-06,0.95,1.02,100.0,0,Low
202610,123,51.8,53.2,1904000,1958000,10,10,0,2027-11-06,1.48,1.029,100.0,0,Low
202611,123,55.7,56.9,2047000,2091000,11,11,0,2027-11-06,1.2,1.021,100.0,0,Low
202612,123,59.7,60.9,2195000,2241000,12,12,0,2027-11-06,1.25,1.021,100.0,0,Low
202501,124,57.7,58.4,1665000,1688000,12,12,0,2025-11-12,0.8,1.014,100.0,0,Low
202502,124,61.8,63.7,1785000,1840000,12,12,0,2025-11-12,1.89,1.031,100.0,0,Low
202503,124,66.4,67.6,1918000,1953000,13,13,0,2025-11-12,1.2,1.018,100.0,0,Low
202504,124,70.9,71.9,2047000,2077000,14,14,0,2025-11-12,1.05,1.015,100.0,0,Low
202505,124,75.5,74.3,2180000,2147000,15,15,0,2025-11-16,-1.14,0.985,100.0,4,Low
202506,124,79.9,78.7,2309000,2273000,16,16,0,2025-11-16,-1.24,0.985,100.0,4,Low
202507,124,84.5,86.2,2442000,2489000,17,17,0,2025-11-12,1.62,1.019,100.0,0,Low
202508,124,89.2,89.2,2575000,2575000,18,18,0,2025-11-12,0.01,1.0,100.0,0,Low
202509,124,93.6,97.1,2703000,2804000,19,19,0,2025-11-12,3.47,1.037,100.0,0,Low
202510,124,98.2,98.2,2837000,2835000,20,20,0,2025-11-12,-0.05,0.999,100.0,0,Low
202511,124,100,100,2888000,2926000,20,20,0,2025-11-12,0,1.013,100.0,0,Low
202512,124,100,100,2888000,2937000,20,20,0,2025-11-12,0,1.017,100.0,0,Low
202601,124,100,99.4,2888000,2871000,20,20,0,2025-11-13,-0.6,0.994,100.0,1,Low
202602,124,100,99.3,2888000,2868000,20,20,0,2025-11-14,-0.7,0.993,100.0,2,Low
202603,124,100,98.1,2888000,2832000,20,20,0,2025-11-17,-1.93,0.981,100.0,5,Low
202604,124,100,97.8,2888000,2826000,20,20,0,2025-11-18,-2.16,0.978,100.0,6,Low
202605,124,100,100,2888000,2958000,20,20,0,2025-11-12,0,1.024,100.0,0,Low
202606,124,100,99.2,2888000,2864000,20,20,0,2025-11-14,-0.83,0.992,100.0,2,Low
202607,124,100,100,2888000,2902000,20,20,0,2025-11-12,0,1.005,100.0,0,Low
202608,124,100,100,2888000,2917000,20,20,0,2025-11-12,0,1.01,100.0,0,Low
202609,124,100,99.1,2888000,2862000,20,20,0,2025-11-14,-0.9,0.991,100.0,2,Low
202610,124,100,100,2888000,2925000,20,20,0,2025-11-12,0,1.013,100.0,0,Low
202611,124,100,100.0,2888000,2888000,20,20,0,2025-11-12,-0.01,1.0,100.0,0,Low
202612,124,100,100,2888000,2922000,20,20,0,2025-11-12,0,1.012,100.0,0,Low
202501,125,42.8,41.2,2510000,2417000,9,9,0,2025-08-03,-1.59,0.963,100.0,5,Low
202502,125,51.8,48.8,3035000,2859000,10,9,1,2025-08-06,-3.0,0.942,90.0,8,Low
202503,125,61.7,57.8,3616000,3392000,12,11,1,2025-08-06,-3.82,0.938,91.7,8,Low
202504,125,71.2,68.8,4178000,4036000,14,14,0,2025-08-02,-2.41,0.966,100.0,4,Low
202505,125,81.2,79.5,4759000,4660000,16,16,0,2025-07-31,-1.69,0.979,100.0,2,Low
202506,125,90.7,86.2,5321000,5053000,18,17,1,2025-08-05,-4.57,0.95,94.4,7,Low
202507,125,100,96.1,5864000,5636000,20,19,1,2025-08-03,-3.89,0.961,95.0,5,Low
202508,125,100,97.6,5864000,5726000,20,20,0,2025-08-01,-2.36,0.976,100.0,3,Low
202509,125,100,97.1,5864000,5692000,20,19,1,2025-08-02,-2.94,0.971,95.0,4,Low
202510,125,100,95.7,5864000,5610000,20,19,1,2025-08-04,-4.33,0.957,95.0,6,Low
202511,125,100,97.9,5864000,5741000,20,20,0,2025-07-31,-2.09,0.979,100.0,2,Low
202512,125,100,94.5,5864000,5541000,20,19,1,2025-08-05,-5.5,0.945,95.0,7,Low
202601,125,100,97.0,5864000,5689000,20,19,1,2025-08-02,-2.98,0.97,95.0,4,Low
202602,125,100,97.5,5864000,5717000,20,19,1,2025-08-01,-2.51,0.975,95.0,3,Low
202603,125,100,95.1,5864000,5577000,20,19,1,2025-08-04,-4.89,0.951,95.0,6,Low
202604,125,100,93.9,5864000,5508000,20,19,1,2025-08-06,-6.07,0.939,95.0,8,Low
202605,125,100,97.3,5864000,5705000,20,19,1,2025-08-01,-2.72,0.973,95.0,3,Low
202606,125,100,94.5,5864000,5540000,20,19,1,2025-08-05,-5.52,0.945,95.0,7,Low
202607,125,100,95.7,5864000,5610000,20,19,1,2025-08-04,-4.33,0.957,95.0,6,Low
202608,125,100,97.4,5864000,5712000,20,19,1,2025-08-01,-2.59,0.974,95.0,3,Low
202609,125,100,96.8,5864000,5679000,20,19,1,2025-08-02,-3.16,0.968,95.0,4,Low
202610,125,100,96.9,5864000,5679000,20,19,1,2025-08-02,-3.15,0.969,95.0,4,Low
202611,125,100,95.8,5864000,5617000,20,19,1,2025-08-03,-4.21,0.958,95.0,5,Low
202612,125,100,93.6,5864000,5487000,20,19,1,2025-08-07,-6.43,0.936,95.0,9,Low
202501,126,0,0,0,0,1,1,0,2027-09-26,0,1.005,100.0,0,Low
202502,126,0,0,0,0,1,1,0,2027-09-26,0,1.006,100.0,0,Low
202503,126,0,0,0,0,1,1,0,2027-10-05,0,0.976,100.0,9,Low
202504,126,2.5,2.5,55000,53000,1,1,0,2027-10-06,-0.06,0.975,100.0,10,Low
202505,126,6.0,6.0,128000,130000,1,1,0,2027-09-26,0.06,1.009,100.0,0,Low
202506,126,9.3,9.1,200000,196000,2,2,0,2027-10-03,-0.18,0.98,100.0,7,Low
202507,126,12.7,12.3,273000,264000,3,3,0,2027-10-09,-0.41,0.968,100.0,13,Low
202508,126,16.2,16.2,347000,346000,3,3,0,2027-09-26,-0.03,0.998,100.0,0,Low
202509,126,19.5,19.1,418000,409000,4,4,0,2027-10-04,-0.42,0.978,100.0,8,Low
202510,126,22.9,22.5,492000,483000,5,5,0,2027-10-03,-0.41,0.982,100.0,7,Low
202511,126,26.3,25.6,563000,548000,5,5,0,2027-10-06,-0.68,0.974,100.0,10,Low
202512,126,29.7,29.1,637000,624000,6,6,0,2027-10-04,-0.59,0.98,100.0,8,Low
202601,126,33.1,32.7,710000,701000,7,7,0,2027-10-01,-0.44,0.987,100.0,5,Low
202602,126,36.3,34.8,777000,746000,7,7,0,2027-10-12,-1.45,0.96,100.0,16,Low
202603,126,39.7,39.3,851000,842000,8,8,0,2027-09-30,-0.41,0.99,100.0,4,Low
202604,126,43.0,41.5,922000,889000,9,9,0,2027-10-10,-1.53,0.965,100.0,14,Low
202605,126,46.5,45.9,995000,984000,9,9,0,2027-09-30,-0.54,0.988,100.0,4,Low
202606,126,49.8,49.9,1067000,1070000,10,10,0,2027-09-26,0.16,1.003,100.0,0,Low
202607,126,53.2,51.4,1140000,1101000,11,11,0,2027-10-10,-1.84,0.965,100.0,14,Low
202608,126,56.7,56.6,1214000,1212000,11,11,0,2027-09-26,-0.09,0.998,100.0,0,Low
202609,126,60.0,60.7,1285000,1300000,12,12,0,2027-09-26,0.68,1.011,100.0,0,Low
202610,126,63.4,62.3,1359000,1335000,13,13,0,2027-10-03,-1.1,0.983,100.0,7,Low
202611,126,66.7,66.7,1430000,1429000,13,13,0,2027-09-26,-0.04,0.999,100.0,0,Low
202612,126,70.2,69.5,1504000,1490000,14,14,0,2027-09-29,-0.63,0.991,100.0,3,Low
202501,127,100,100,1615000,1652000,20,20,0,2024-11-14,0,1.023,100.0,0,Low
202502,127,100,100,1615000,1653000,20,20,0,2024-11-14,0,1.024,100.0,0,Low
202503,127,100,98.7,1615000,1594000,20,20,0,2024-11-15,-1.29,0.987,100.0,1,Low
202504,127,100,98.6,1615000,1593000,20,20,0,2024-11-15,-1.38,0.986,100.0,1,Low
202505,127,100,100,1615000,1645000,20,20,0,2024-11-14,0,1.019,100.0,0,Low
202506,127,100,97.7,1615000,1578000,20,20,0,2024-11-16,-2.31,0.977,100.0,2,Low
202507,127,100,100,1615000,1627000,20,20,0,2024-11-14,0,1.007,100.0,0,Low
202508,127,100,98.2,1615000,1586000,20,20,0,2024-11-15,-1.77,0.982,100.0,1,Low
202509,127,100,100,1615000,1625000,20,20,0,2024-11-14,0,1.006,100.0,0,Low
202510,127,100,98.9,1615000,1597000,20,20,0,2024-11-15,-1.12,0.989,100.0,1,Low
202511,127,100,98.0,1615000,1583000,20,20,0,2024-11-15,-1.97,0.98,100.0,1,Low
202512,127,100,100,1615000,1637000,20,20,0,2024-11-14,0,1.014,100.0,0,Low
202601,127,100,100,1615000,1656000,20,20,0,2024-11-14,0,1.025,100.0,0,Low
202602,127,100,99.4,1615000,1605000,20,20,0,2024-11-14,-0.61,0.994,100.0,0,Low
202603,127,100,99.5,1615000,1607000,20,20,0,2024-11-14,-0.52,0.995,100.0,0,Low
202604,127,100,99.8,1615000,1612000,20,20,0,2024-11-14,-0.17,0.998,100.0,0,Low
202605,127,100,100,1615000,1618000,20,20,0,2024-11-14,0,1.002,100.0,0,Low
202606,127,100,99.5,1615000,1608000,20,20,0,2024-11-14,-0.46,0.995,100.0,0,Low
202607,127,100,98.3,1615000,1588000,20,20,0,2024-11-15,-1.67,0.983,100.0,1,Low
202608,127,100,100,1615000,1656000,20,20,0,2024-11-14,0,1.025,100.0,0,Low
202609,127,100,99.6,1615000,1609000,20,20,0,2024-11-14,-0.39,0.996,100.0,0,Low
202610,127,100,99.3,1615000,1603000,20,20,0,2024-11-14,-0.72,0.993,100.0,0,Low
202611,127,100,99.2,1615000,1602000,20,20,0,2024-11-14,-0.81,0.992,100.0,0,Low
202612,127,100,97.8,1615000,1580000,20,20,0,2024-11-16,-2.18,0.978,100.0,2,Low
202501,128,68.6,54.3,2501000,1979000,14,11,3,2025-07-21,-14.34,0.791,78.6,39,High
202502,128,75.3,56.9,2744000,2074000,15,11,4,2025-07-28,-18.38,0.756,73.3,46,High
202503,128,82.7,64.7,3012000,2357000,17,13,4,2025-07-23,-17.97,0.783,76.5,41,High
202504,128,89.8,68.8,3272000,2507000,18,14,4,2025-07-26,-21.0,0.766,77.8,44,High
202505,128,97.1,73.4,3540000,2675000,19,14,5,2025-07-28,-23.75,0.756,73.7,46,High
202506,128,100,75.7,3644000,2760000,20,15,5,2025-07-27,-24.26,0.757,75.0,45,High
202507,128,100,75.4,3644000,2746000,20,15,5,2025-07-28,-24.64,0.754,75.0,46,High
202508,128,100,76.3,3644000,2781000,20,15,5,2025-07-26,-23.68,0.763,75.0,44,High
202509,128,100,77.3,3644000,2815000,20,15,5,2025-07-25,-22.75,0.773,75.0,43,High
202510,128,100,75.6,3644000,2754000,20,15,5,2025-07-28,-24.43,0.756,75.0,46,High
202511,128,100,73.8,3644000,2691000,20,15,5,2025-07-31,-26.15,0.738,75.0,49,High
202512,128,100,73.0,3644000,2661000,20,15,5,2025-08-02,-26.99,0.73,75.0,51,High
202601,128,100,74.6,3644000,2718000,20,15,5,2025-07-30,-25.4,0.746,75.0,48,High
202602,128,100,73.0,3644000,2660000,20,15,5,2025-08-02,-27.01,0.73,75.0,51,High
202603,128,100,73.7,3644000,2687000,20,15,5,2025-07-31,-26.25,0.737,75.0,49,High
202604,128,100,71.0,3644000,2587000,20,14,6,2025-08-05,-29.0,0.71,70.0,54,High
202605,128,100,74.3,3644000,2706000,20,15,5,2025-07-30,-25.73,0.743,75.0,48,High
202606,128,100,72.8,3644000,2652000,20,15,5,2025-08-02,-27.22,0.728,75.0,51,High
202607,128,100,72.9,3644000,2657000,20,15,5,2025-08-02,-27.09,0.729,75.0,51,High
202608,128,100,73.6,3644000,2682000,20,15,5,2025-08-01,-26.41,0.736,75.0,50,High
202609,128,100,74.0,3644000,2696000,20,15,5,2025-07-31,-26.02,0.74,75.0,49,High
202610,128,100,68.7,3644000,2502000,20,14,6,2025-08-10,-31.34,0.687,70.0,59,High
202611,128,100,69.3,3644000,2524000,20,14,6,2025-08-09,-30.74,0.693,70.0,58,High
202612,128,100,70.7,3644000,2577000,20,14,6,2025-08-06,-29.29,0.707,70.0,55,High
202501,129,0,0,0,0,1,1,0,2025-12-25,0,0.801,100.0,21,Medium
202502,129,0,0,0,0,1,1,0,2025-12-26,0,0.789,100.0,22,High
202503,129,0,0,0,0,1,1,0,2025-12-25,0,0.795,100.0,21,High
202504,129,8.4,6.8,436000,353000,2,2,0,2025-12-24,-1.61,0.809,100.0,20,Medium
202505,129,21.4,16.8,1112000,871000,4,3,1,2025-12-27,-4.63,0.784,75.0,23,High
202506,129,34.0,27.0,1766000,1401000,7,6,1,2025-12-26,-7.03,0.793,85.7,22,High
202507,129,47.1,36.6,2441000,1896000,9,7,2,2025-12-27,-10.51,0.777,77.8,23,High
202508,129,60.1,46.5,3117000,2411000,12,9,3,2025-12-28,-13.62,0.773,75.0,24,High
202509,129,72.7,58.0,3771000,3008000,15,12,3,2025-12-25,-14.71,0.798,80.0,21,High
202510,129,85.7,65.2,4447000,3380000,17,13,4,2025-12-29,-20.56,0.76,76.5,25,High
202511,129,98.3,74.9,5101000,3886000,20,15,5,2025-12-29,-23.42,0.762,75.0,25,High
202512,129,100,74.6,5188000,3870000,20,15,5,2025-12-31,-25.41,0.746,75.0,27,High
202601,129,100,74.0,5188000,3839000,20,15,5,2025-12-31,-26.0,0.74,75.0,27,High
202602,129,100,76.2,5188000,3951000,20,15,5,2025-12-29,-23.85,0.762,75.0,25,High
202603,129,100,83.8,5188000,4348000,20,17,3,2025-12-21,-16.2,0.838,85.0,17,Medium
202604,129,100,84.8,5188000,4401000,20,17,3,2025-12-20,-15.17,0.848,85.0,16,Medium
202605,129,100,87.6,5188000,4546000,20,18,2,2025-12-17,-12.37,0.876,90.0,13,Medium
202606,129,100,88.9,5188000,4612000,20,18,2,2025-12-15,-11.11,0.889,90.0,11,Medium
202607,129,100,89.1,5188000,4623000,20,18,2,2025-12-15,-10.9,0.891,90.0,11,Medium
202608,129,100,93.2,5188000,4833000,20,19,1,2025-12-11,-6.85,0.932,95.0,7,Low
202609,129,100,93.3,5188000,4842000,20,19,1,2025-12-11,-6.67,0.933,95.0,7,Low
202610,129,100,95.0,5188000,4927000,20,19,1,2025-12-09,-5.03,0.95,95.0,5,Low
202611,129,100,97.0,5188000,5030000,20,19,1,2025-12-07,-3.05,0.97,95.0,3,Low
202612,129,100,99.0,5188000,5136000,20,20,0,2025-12-05,-1.0,0.99,100.0,1,Low
202501,130,12.5,9.5,346000,262000,2,2,0,2026-10-07,-3.04,0.757,100.0,68,High
202502,130,17.0,12.6,471000,348000,3,2,1,2026-10-12,-4.42,0.74,66.7,73,High
202503,130,22.0,16.4,608000,454000,4,3,1,2026-10-10,-5.55,0.747,75.0,71,High
202504,130,26.8,20.6,741000,570000,5,4,1,2026-10-04,-6.2,0.768,80.0,65,High
202505,130,31.7,23.9,879000,662000,6,5,1,2026-10-08,-7.85,0.753,83.3,69,High
202506,130,36.5,26.5,1012000,734000,7,5,2,2026-10-16,-10.05,0.725,71.4,77,High
202507,130,41.5,31.0,1150000,858000,8,6,2,2026-10-10,-10.54,0.746,75.0,71,High
202508,130,46.5,34.4,1287000,954000,9,7,2,2026-10-11,-12.03,0.741,77.8,72,High
202509,130,51.3,37.5,1421000,1039000,10,7,3,2026-10-14,-13.79,0.731,70.0,75,High
202510,130,56.2,41.7,1558000,1155000,11,8,3,2026-10-11,-14.55,0.741,72.7,72,High
202511,130,61.1,43.9,1691000,1216000,12,9,3,2026-10-17,-17.15,0.719,75.0,78,High
202512,130,66.0,47.8,1829000,1325000,13,9,4,2026-10-16,-18.19,0.725,69.2,77,High
202601,130,71.0,52.0,1967000,1439000,14,10,4,2026-10-14,-19.04,0.732,71.4,75,High
202602,130,75.5,53.2,2091000,1474000,15,11,4,2026-10-21,-22.26,0.705,73.3,82,High
202603,130,80.4,55.8,2228000,1546000,16,11,5,2026-10-24,-24.63,0.694,68.8,85,High
202604,130,85.3,60.2,2362000,1667000,17,12,5,2026-10-21,-25.08,0.706,70.6,82,High
202605,130,90.2,63.2,2499000,1750000,18,13,5,2026-10-23,-27.04,0.7,72.2,84,High
202606,130,95.0,65.4,2632000,1811000,19,13,6,2026-10-26,-29.65,0.688,68.4,87,High
202607,130,100,67.8,2770000,1879000,20,14,6,2026-10-29,-32.16,0.678,70.0,90,High
202608,130,100,70.8,2770000,1960000,20,14,6,2026-10-21,-29.25,0.708,70.0,82,High
202609,130,100,71.5,2770000,1979000,20,14,6,2026-10-19,-28.54,0.715,70.0,80,High
202610,130,100,68.0,2770000,1883000,20,14,6,2026-10-28,-32.01,0.68,70.0,89,High
202611,130,100,70.9,2770000,1965000,20,14,6,2026-10-20,-29.06,0.709,70.0,81,High
202612,130,100,67.7,2770000,1877000,20,14,6,2026-10-29,-32.26,0.677,70.0,90,High
202501,131,0,0,0,0,1,1,0,2026-10-04,0,1.01,100.0,0,Low
202502,131,0,0,0,0,1,1,0,2026-10-04,0,1.0,100.0,0,Low
202503,131,0,0,0,0,1,1,0,2026-10-10,0,0.966,100.0,6,Low
202504,131,0,0,0,0,1,1,0,2026-10-08,0,0.974,100.0,4,Low
202505,131,0,0,0,0,1,1,0,2026-10-05,0,0.993,100.0,1,Low
202506,131,0,0,0,0,1,1,0,2026-10-04,0,1.006,100.0,0,Low
202507,131,0,0,0,0,1,1,0,2026-10-08,0,0.977,100.0,4,Low
202508,131,5.5,5.5,55000,55000,1,1,0,2026-10-04,0.02,1.004,100.0,0,Low
202509,131,12.6,12.2,126000,122000,3,3,0,2026-10-09,-0.37,0.971,100.0,5,Low
202510,131,19.9,19.4,200000,195000,4,4,0,2026-10-08,-0.48,0.976,100.0,4,Low
202511,131,27.0,27.0,271000,271000,5,5,0,2026-10-04,-0.02,0.999,100.0,0,Low
202512,131,34.4,33.6,345000,338000,7,7,0,2026-10-07,-0.72,0.979,100.0,3,Low
202601,131,41.7,40.7,419000,409000,8,8,0,2026-10-08,-0.98,0.977,100.0,4,Low
202602,131,48.3,46.5,485000,467000,10,10,0,2026-10-11,-1.82,0.962,100.0,7,Low
202603,131,55.7,54.9,559000,552000,11,11,0,2026-10-06,-0.74,0.987,100.0,2,Low
202604,131,62.8,61.5,630000,617000,13,13,0,2026-10-07,-1.3,0.979,100.0,3,Low
202605,131,70.1,69.1,704000,694000,14,14,0,2026-10-06,-1.06,0.985,100.0,2,Low
202606,131,77.3,74.2,776000,745000,15,14,1,2026-10-11,-3.06,0.96,93.3,7,Low
202607,131,84.6,82.4,849000,827000,17,17,0,2026-10-08,-2.18,0.974,100.0,4,Low
202608,131,91.9,89.4,923000,898000,18,18,0,2026-10-09,-2.53,0.972,100.0,5,Low
202609,131,99.1,97.5,994000,979000,20,20,0,2026-10-06,-1.51,0.985,100.0,2,Low
202610,131,100,96.3,1004000,967000,20,19,1,2026-10-11,-3.69,0.963,95.0,7,Low
202611,131,100,98.4,1004000,988000,20,20,0,2026-10-07,-1.64,0.984,100.0,3,Low
202612,131,100,98.2,1004000,985000,20,20,0,2026-10-07,-1.84,0.982,100.0,3,Low
202501,132,26.3,19.5,857000,637000,5,4,1,2025-09-25,-6.76,0.743,80.0,32,High
202502,132,36.3,27.6,1186000,900000,7,5,2,2025-09-23,-8.76,0.759,71.4,30,High
202503,132,47.5,35.1,1550000,1146000,9,7,2,2025-09-25,-12.39,0.739,77.8,32,High
202504,132,58.3,41.9,1903000,1368000,12,9,3,2025-09-28,-16.38,0.719,75.0,35,High
202505,132,69.4,50.5,2267000,1648000,14,10,4,2025-09-27,-18.96,0.727,71.4,34,High
202506,132,80.2,56.7,2619000,1852000,16,11,5,2025-09-29,-23.48,0.707,68.8,36,High
202507,132,91.4,65.2,2983000,2130000,18,13,5,2025-09-28,-26.13,0.714,72.2,35,High
202508,132,100,74.3,3265000,2426000,20,15,5,2025-09-25,-25.7,0.743,75.0,32,High
