period_id,project_id,financial_health_score,schedule_health_score,risk_health_score,resource_health_score,overall_health_score,health_status,strategic_importance_score,executive_attention_score,executive_attention_flag
202512,116,89.1,87.3,100,61.5,85.8,Healthy,57.0,29.2,No
202601,116,80.1,91.6,100,60.5,84.6,Healthy,57.0,30.0,No
202602,116,91.7,90.3,90.8,46.1,81.9,Healthy,57.0,31.7,No
202603,116,79.2,91.5,100,44.1,81.1,Healthy,57.0,32.3,No
202604,116,92.8,91.5,100,40.8,83.8,Healthy,57.0,30.5,No
202605,116,92.7,85.7,100,46.0,83.1,Healthy,57.0,30.9,No
202606,116,88.7,89.2,100,45.8,83.1,Healthy,57.0,31.0,No
202607,116,80.8,88.4,100,50.7,81.9,Healthy,57.0,31.7,No
202608,116,78.9,92.6,100,59.2,84.3,Healthy,57.0,30.1,No
202609,116,87.5,85.3,90.8,58.1,81.8,Healthy,57.0,31.8,No
202610,116,80.6,85.0,100,48.0,80.2,Healthy,57.0,32.8,No
202611,116,91.9,91.6,100,58.2,87.1,Healthy,57.0,28.3,No
202612,116,89.6,90.8,100,52.7,85.2,Healthy,57.0,29.6,No
202501,117,82.0,95.0,93.1,96.1,91.5,Healthy,80.5,33.7,No
202502,117,77.9,91.6,100,82.9,88.5,Healthy,80.5,35.6,No
202503,117,84.6,91.2,100,78.8,89.3,Healthy,80.5,35.1,No
202504,117,83.1,91.5,100,85.8,90.4,Healthy,80.5,34.4,No
202505,117,88.4,90.4,93.1,78.5,88.2,Healthy,80.5,35.8,No
202506,117,85.4,98.1,100,85.4,92.9,Healthy,80.5,32.8,No
202507,117,82.1,97.4,100,90.0,92.7,Healthy,80.5,32.9,No
202508,117,91.3,90.7,100,98.5,94.7,Healthy,80.5,31.6,No
202509,117,93.0,96.9,100,99.3,97.2,Healthy,80.5,30.0,No
202510,117,81.9,98.9,100,99.3,95.0,Healthy,80.5,31.4,No
202511,117,81.9,95.8,100,92.2,92.7,Healthy,80.5,32.9,No
202512,117,86.9,99.0,100,88.9,94.2,Healthy,80.5,31.9,No
202601,117,78.3,91.5,100,85.1,89.1,Healthy,80.5,35.3,No
202602,117,80.5,94.3,77.0,80.7,83.8,Healthy,80.5,38.7,No
202603,117,90.4,97.0,100,72.4,91.2,Healthy,80.5,33.9,No
202604,117,93.0,92.2,100,66.0,89.1,Healthy,80.5,35.2,No
202605,117,90.6,95.3,100,74.8,91.2,Healthy,80.5,33.9,No
202606,117,87.5,97.1,100,67.6,89.5,Healthy,80.5,35.0,No
202607,117,85.3,99.3,100,75.2,91.2,Healthy,80.5,33.9,No
202608,117,90.2,98.8,100,84.5,94.1,Healthy,80.5,32.0,No
202609,117,85.3,91.8,100,79.1,89.7,Healthy,80.5,34.9,No
202610,117,88.7,92.1,100,81.3,91.1,Healthy,80.5,34.0,No
202611,117,85.0,99.1,100,83.4,92.6,Healthy,80.5,33.0,No
202612,117,86.0,92.6,100,75.0,89.3,Healthy,80.5,35.2,No
202501,118,82.0,70.9,100,64.8,79.7,Watch,68.0,37.0,No
202502,118,82.0,66.1,100,55.9,76.5,Watch,68.0,39.1,No
202503,118,82.0,66.1,100,52.9,75.9,Watch,68.0,39.5,No
202504,118,82.0,66.5,100,50.4,75.5,Watch,68.0,39.7,No
202505,118,82.0,62.6,100,49.5,74.2,Watch,68.0,40.6,No
202506,118,82.0,63.5,65.5,54.1,66.7,Watch,68.0,45.4,No
202507,118,82.0,60.7,100,54.2,74.6,Watch,68.0,40.3,No
202508,118,82.0,61.4,100,59.0,75.7,Watch,68.0,39.6,No
202509,118,82.0,65.2,100,66.7,78.4,Watch,68.0,37.8,No
202510,118,82.0,62.7,100,63.5,77.0,Watch,68.0,38.7,No
202511,118,82.0,62.6,100,64.5,77.2,Watch,68.0,38.6,No
202512,118,82.0,63.1,100,55.3,75.5,Watch,68.0,39.7,No
202601,118,76.8,56.6,55.2,55.8,61.1,At Risk,68.0,49.1,No
202602,118,74.8,53.5,34.5,41.5,51.7,At Risk,68.0,55.2,No
202603,118,63.8,53.3,100,41.6,65.3,Watch,68.0,46.4,No
202604,118,74.5,54.9,100,37.7,67.6,Watch,68.0,44.9,No
202605,118,70.0,53.2,100,37.2,65.9,Watch,68.0,46.0,No
202606,118,65.6,58.4,100,37.9,66.5,Watch,68.0,45.6,No
202607,118,74.3,54.8,46.0,42.9,55.1,At Risk,68.0,53.0,No
202608,118,62.9,53.0,72.4,49.7,59.7,At Risk,68.0,50.0,No
202609,118,63.6,51.7,72.4,54.3,60.4,At Risk,68.0,49.5,No
202610,118,73.0,53.3,34.5,47.0,52.3,At Risk,68.0,54.8,No
202611,118,63.9,55.6,100,53.8,68.4,Watch,68.0,44.3,No
202612,118,61.1,56.7,100,48.7,67.0,Watch,68.0,45.2,No
202501,119,82.0,97.0,100,70.3,88.7,Healthy,72.0,32.6,No
202502,119,82.0,100,100,60.8,87.7,Healthy,72.0,33.2,No
202503,119,82.0,98.1,100,58.7,86.7,Healthy,72.0,33.9,No
202504,119,82.0,96.6,86.2,58.2,82.7,Healthy,72.0,36.5,No
202505,119,82.0,95.8,100,51.8,84.6,Healthy,72.0,35.2,No
202506,119,81.1,97.6,86.2,60.2,83.1,Healthy,72.0,36.2,No
202507,119,78.1,98.2,100,61.3,86.2,Healthy,72.0,34.1,No
202508,119,89.2,96.2,100,65.9,89.3,Healthy,72.0,32.1,No
202509,119,90.6,97.2,100,70.7,91.0,Healthy,72.0,31.1,No
202510,119,80.7,100,100,70.9,89.4,Healthy,72.0,32.1,No
202511,119,90.9,100,100,69.4,91.6,Healthy,72.0,30.6,No
202512,119,90.2,96.8,100,61.5,88.9,Healthy,72.0,32.4,No
202601,119,84.0,100,95.4,60.5,87.0,Healthy,72.0,33.7,No
202602,119,88.6,100,100,46.1,86.4,Healthy,72.0,34.1,No
202603,119,86.6,94.8,100,44.1,83.9,Healthy,72.0,35.7,No
202604,119,86.2,100,72.4,40.8,77.8,Watch,72.0,39.6,No
202605,119,83.1,100,100,46.0,85.0,Healthy,72.0,35.0,No
202606,119,86.7,100,100,45.8,85.8,Healthy,72.0,34.4,No
202607,119,83.3,95.6,100,50.7,84.7,Healthy,72.0,35.2,No
202608,119,84.3,97.9,100,59.2,87.3,Healthy,72.0,33.5,No
202609,119,89.8,100,100,58.1,89.1,Healthy,72.0,32.3,No
202610,119,83.6,95.2,100,48.0,84.0,Healthy,72.0,35.6,No
202611,119,86.2,98.1,100,58.2,87.6,Healthy,72.0,33.2,No
202612,119,85.7,97.5,100,52.7,86.2,Healthy,72.0,34.2,No
202501,120,82.0,95.3,95.4,67.0,86.4,Healthy,72.5,34.2,No
202502,120,82.0,94.3,100,56.7,85.1,Healthy,72.5,35.0,No
202503,120,82.0,88.0,100,54.4,82.8,Healthy,72.5,36.6,No
202504,120,82.0,93.3,100,47.1,82.9,Healthy,72.5,36.5,No
202505,120,82.0,89.1,100,50.7,82.4,Healthy,72.5,36.8,No
202506,120,82.0,89.0,100,51.1,82.4,Healthy,72.5,36.8,No
202507,120,82.0,91.4,100,59.2,84.8,Healthy,72.5,35.3,No
202508,120,82.0,92.2,100,58.3,84.8,Healthy,72.5,35.2,No
202509,120,82.0,91.8,100,65.9,86.2,Healthy,72.5,34.3,No
202510,120,82.0,94.3,100,64.8,86.7,Healthy,72.5,34.0,No
202511,120,82.0,88.4,100,63.3,84.7,Healthy,72.5,35.3,No
202512,120,82.0,92.2,100,54.2,84.0,Healthy,72.5,35.8,No
202601,120,82.0,93.4,100,56.6,84.8,Healthy,72.5,35.2,No
202602,120,92.3,87.3,100,46.7,83.6,Healthy,72.5,36.0,No
202603,120,86.1,93.4,100,45.0,83.5,Healthy,72.5,36.1,No
202604,120,91.2,88.3,100,38.2,81.9,Healthy,72.5,37.1,No
202605,120,90.1,91.2,72.4,36.8,75.3,Watch,72.5,41.4,No
202606,120,84.9,88.6,100,42.8,81.4,Healthy,72.5,37.5,No
202607,120,80.3,88.0,100,47.8,81.0,Healthy,72.5,37.7,No
202608,120,90.3,92.1,100,52.4,85.7,Healthy,72.5,34.7,No
202609,120,87.6,93.4,100,54.0,85.7,Healthy,72.5,34.7,No
202610,120,80.9,88.9,100,51.9,82.3,Healthy,72.5,36.9,No
202611,120,85.2,92.9,100,54.7,85.1,Healthy,72.5,35.0,No
202612,120,87.4,89.9,100,48.1,83.4,Healthy,72.5,36.1,No
202501,121,72.3,63.8,46.0,70.3,62.8,At Risk,85.5,54.1,No
202502,121,68.6,60.5,100,60.8,72.5,Watch,85.5,47.8,No
202503,121,57.3,54.9,46.0,58.7,54.0,At Risk,85.5,59.8,Yes
202504,121,65.0,56.1,100,58.2,69.7,Watch,85.5,49.6,No
202505,121,67.7,54.7,100,51.8,68.7,Watch,85.5,50.3,No
202506,121,61.5,52.6,100,60.2,68.2,Watch,85.5,50.6,No
202507,121,64.2,53.5,100,61.3,69.4,Watch,85.5,49.8,No
202508,121,67.4,56.9,100,65.9,72.1,Watch,85.5,48.1,No
202509,121,60.7,53.9,100,70.7,70.5,Watch,85.5,49.1,No
202510,121,70.7,52.8,100,70.9,72.7,Watch,85.5,47.7,No
202511,121,59.9,51.1,100,69.4,69.2,Watch,85.5,50.0,No
202512,121,58.8,51.3,100,61.5,67.4,Watch,85.5,51.1,No
202601,121,62.3,52.6,46.0,60.5,54.9,At Risk,85.5,59.2,Yes
202602,121,63.4,48.2,65.5,46.1,55.9,At Risk,85.5,58.6,Yes
202603,121,63.3,63.1,100,44.1,68.6,Watch,85.5,50.3,No
202604,121,66.1,64.6,100,40.8,69.1,Watch,85.5,50.0,No
202605,121,65.9,71.4,65.5,46.0,63.5,At Risk,85.5,53.7,No
202606,121,68.3,75.3,77.0,45.8,68.1,Watch,85.5,50.7,No
202607,121,66.0,74.9,100,50.7,74.1,Watch,85.5,46.8,No
202608,121,68.9,78.9,11.5,59.2,55.6,At Risk,85.5,58.8,Yes
202609,121,68.7,83.0,100,58.1,78.7,Watch,85.5,43.8,No
202610,121,71.7,86.4,100,48.0,78.4,Watch,85.5,44.0,No
202611,121,72.4,93.0,100,58.2,82.7,Healthy,85.5,41.2,No
202612,121,73.1,93.2,100,52.7,81.8,Healthy,85.5,41.8,No
202501,122,82.0,96.9,100,74.2,89.4,Healthy,52.5,25.3,No
202502,122,82.0,99.2,100,67.6,88.8,Healthy,52.5,25.7,No
202503,122,82.0,91.6,100,65.1,86.0,Healthy,52.5,27.5,No
202504,122,82.0,94.6,95.4,64.3,85.6,Healthy,52.5,27.7,No
202505,122,82.0,95.4,100,58.0,85.7,Healthy,52.5,27.7,No
202506,122,82.0,93.9,100,63.5,86.4,Healthy,52.5,27.2,No
202507,122,82.0,95.3,100,63.7,86.8,Healthy,52.5,26.9,No
202508,122,82.0,95.6,100,73.2,88.8,Healthy,52.5,25.6,No
202509,122,82.0,97.2,90.8,75.6,87.5,Healthy,52.5,26.5,No
202510,122,82.0,95.2,100,74.3,88.9,Healthy,52.5,25.6,No
202511,122,81.4,91.7,100,74.5,87.8,Healthy,52.5,26.3,No
202512,122,85.7,98.8,100,63.4,88.7,Healthy,52.5,25.7,No
202601,122,78.4,91.5,100,60.0,84.1,Healthy,52.5,28.7,No
202602,122,84.3,98.3,100,56.6,86.9,Healthy,52.5,26.9,No
202603,122,88.4,93.0,100,51.0,85.2,Healthy,52.5,28.0,No
202604,122,81.9,96.6,90.8,46.9,81.5,Healthy,52.5,30.4,No
202605,122,81.5,92.3,100,49.6,83.0,Healthy,52.5,29.4,No
202606,122,83.8,95.8,100,55.2,85.7,Healthy,52.5,27.7,No
202607,122,84.8,98.5,100,54.8,86.7,Healthy,52.5,27.0,No
202608,122,90.0,96.3,100,57.8,88.0,Healthy,52.5,26.2,No
202609,122,84.0,95.7,100,64.0,87.5,Healthy,52.5,26.5,No
202610,122,89.5,96.5,100,54.2,87.2,Healthy,52.5,26.7,No
202611,122,83.0,98.0,100,62.5,87.6,Healthy,52.5,26.4,No
202612,122,85.3,96.2,100,55.4,86.3,Healthy,52.5,27.3,No
202501,123,82.0,100,100,92.2,93.9,Healthy,75.0,30.2,No
202502,123,82.0,100,90.8,85.9,90.4,Healthy,75.0,32.5,No
202503,123,82.0,97.3,100,77.9,90.3,Healthy,75.0,32.6,No
202504,123,82.0,97.6,97.7,81.8,90.6,Healthy,75.0,32.4,No
202505,123,82.0,97.1,100,77.1,90.1,Healthy,75.0,32.7,No
202506,123,82.0,100,100,85.1,92.5,Healthy,75.0,31.1,No
202507,123,82.0,96.7,100,85.3,91.6,Healthy,75.0,31.7,No
202508,123,82.0,98.5,100,90.1,93.1,Healthy,75.0,30.7,No
202509,123,88.5,95.7,100,92.1,94.3,Healthy,75.0,30.0,No
202510,123,91.2,95.0,100,98.2,96.0,Healthy,75.0,28.9,No
202511,123,80.9,95.3,100,92.4,92.3,Healthy,75.0,31.3,No
202512,123,90.3,99.9,100,88.2,95.2,Healthy,75.0,29.4,No
202601,123,87.8,95.4,100,83.8,92.3,Healthy,75.0,31.2,No
202602,123,92.5,100,100,73.3,92.8,Healthy,75.0,30.9,No
202603,123,84.7,97.7,100,71.9,89.9,Healthy,75.0,32.8,No
202604,123,85.7,97.6,100,67.7,89.2,Healthy,75.0,33.2,No
202605,123,77.9,100,100,69.7,88.4,Healthy,75.0,33.8,No
202606,123,78.4,96.9,100,67.9,87.3,Healthy,75.0,34.5,No
202607,123,88.8,94.9,100,71.8,90.0,Healthy,75.0,32.7,No
202608,123,81.3,94.8,100,81.9,90.1,Healthy,75.0,32.7,No
202609,123,77.8,98.6,100,80.4,90.1,Healthy,75.0,32.7,No
202610,123,91.9,100,100,83.0,94.6,Healthy,75.0,29.8,No
202611,123,78.7,98.9,100,78.0,89.9,Healthy,75.0,32.8,No
202612,123,79.0,98.8,100,72.5,88.9,Healthy,75.0,33.5,No
202501,124,83.5,97.5,100,64.8,88.1,Healthy,73.0,33.3,No
202502,124,84.2,100,100,55.9,87.2,Healthy,73.0,33.8,No
202503,124,77.5,98.3,100,52.9,84.4,Healthy,73.0,35.7,No
202504,124,88.7,97.7,100,50.4,86.6,Healthy,73.0,34.3,No
202505,124,84.1,92.3,100,49.5,83.6,Healthy,73.0,36.2,No
202506,124,85.0,92.2,100,54.1,84.7,Healthy,73.0,35.5,No
202507,124,78.6,98.5,100,54.2,85.0,Healthy,73.0,35.3,No
202508,124,89.5,95.0,100,59.0,87.7,Healthy,73.0,33.6,No
202509,124,86.5,100,95.4,66.7,88.8,Healthy,73.0,32.8,No
202510,124,78.2,94.9,100,63.5,85.7,Healthy,73.0,34.8,No
202511,124,85.3,97.3,100,64.5,88.4,Healthy,73.0,33.1,No
202512,124,88.9,98.0,100,55.3,87.7,Healthy,73.0,33.5,No
202601,124,78.7,93.9,100,55.8,84.0,Healthy,73.0,35.9,No
202602,124,82.0,93.7,100,41.5,81.9,Healthy,73.0,37.3,No
202603,124,92.8,91.5,100,41.6,84.0,Healthy,73.0,36.0,No
202604,124,92.3,91.1,100,37.7,82.9,Healthy,73.0,36.6,No
202605,124,84.5,99.4,100,37.2,83.4,Healthy,73.0,36.4,No
202606,124,86.0,93.5,100,37.9,82.1,Healthy,73.0,37.2,No
202607,124,84.9,95.9,100,42.9,83.6,Healthy,73.0,36.2,No
202608,124,82.3,96.8,100,49.7,84.6,Healthy,73.0,35.6,No
202609,124,87.2,93.4,100,54.3,85.7,Healthy,73.0,34.9,No
202610,124,87.0,97.3,100,47.0,85.3,Healthy,73.0,35.1,No
202611,124,88.2,95.0,100,53.8,86.3,Healthy,73.0,34.4,No
202612,124,81.4,97.1,100,48.7,84.2,Healthy,73.0,35.8,No
202501,125,54.2,88.3,100,70.3,79.1,Watch,61.0,34.9,No
202502,125,55.7,84.6,100,60.8,76.5,Watch,61.0,36.6,No
202503,125,47.0,83.9,72.4,58.7,66.7,Watch,61.0,43.0,No
202504,125,59.8,88.9,100,58.2,78.3,Watch,61.0,35.5,No
202505,125,55.6,91.3,72.4,51.8,69.7,Watch,61.0,41.0,No
202506,125,53.0,85.9,100,60.2,76.1,Watch,61.0,36.9,No
202507,125,54.7,88.0,100,61.3,77.3,Watch,61.0,36.1,No
202508,125,66.2,90.8,100,65.9,82.0,Healthy,61.0,33.1,No
202509,125,57.6,89.7,100,70.7,80.4,Healthy,61.0,34.1,No
202510,125,54.0,87.2,100,70.9,78.8,Watch,61.0,35.1,No
202511,125,57.1,91.2,65.5,69.4,71.9,Watch,61.0,39.6,No
202512,125,52.4,85.1,100,61.5,75.9,Watch,61.0,37.0,No
202601,125,59.0,89.6,100,60.5,78.7,Watch,61.0,35.2,No
202602,125,56.6,90.5,100,46.1,75.5,Watch,61.0,37.3,No
202603,125,53.3,86.2,100,44.1,73.0,Watch,61.0,38.9,No
202604,125,58.7,84.1,100,40.8,73.1,Watch,61.0,38.9,No
202605,125,57.8,90.1,100,46.0,75.7,Watch,61.0,37.2,No
202606,125,57.8,85.1,100,45.8,74.1,Watch,61.0,38.2,No
202607,125,65.6,87.2,100,50.7,77.7,Watch,61.0,35.8,No
202608,125,56.4,90.3,81.6,59.2,73.4,Watch,61.0,38.6,No
202609,125,61.6,89.3,100,58.1,78.8,Watch,61.0,35.1,No
202610,125,57.2,89.3,100,48.0,75.7,Watch,61.0,37.2,No
202611,125,60.0,87.4,100,58.2,77.9,Watch,61.0,35.7,No
202612,125,67.4,83.4,100,52.7,77.4,Watch,61.0,36.0,No
202501,126,82.0,95.9,86.2,64.8,83.8,Healthy,73.5,36.3,No
202502,126,82.0,96.1,100,55.9,85.5,Healthy,73.5,35.2,No
202503,126,82.0,90.6,81.6,52.9,78.7,Watch,73.5,39.6,No
202504,126,79.5,90.4,100,50.4,82.1,Healthy,73.5,37.4,No
202505,126,92.9,96.7,100,49.5,87.1,Healthy,73.5,34.1,No
202506,126,82.2,91.5,100,54.1,83.8,Healthy,73.5,36.3,No
202507,126,88.8,89.2,100,54.2,84.8,Healthy,73.5,35.6,No
202508,126,78.8,94.7,100,59.0,84.9,Healthy,73.5,35.5,No
202509,126,81.8,91.1,100,66.7,86.1,Healthy,73.5,34.8,No
202510,126,82.8,91.8,100,63.5,85.9,Healthy,73.5,34.9,No
202511,126,78.0,90.3,100,64.5,84.5,Healthy,73.5,35.8,No
202512,126,80.8,91.4,100,55.3,83.7,Healthy,73.5,36.3,No
202601,126,89.4,92.6,79.3,55.8,81.1,Healthy,73.5,38.0,No
202602,126,89.7,87.8,100,41.5,82.1,Healthy,73.5,37.4,No
202603,126,83.7,93.1,100,41.6,82.2,Healthy,73.5,37.3,No
202604,126,85.5,88.6,100,37.7,80.5,Healthy,73.5,38.4,No
202605,126,91.8,92.9,100,37.2,83.3,Healthy,73.5,36.6,No
202606,126,93.0,95.6,100,37.9,84.5,Healthy,73.5,35.8,No
202607,126,82.7,88.8,100,42.9,80.9,Healthy,73.5,38.1,No
202608,126,90.8,94.7,100,49.7,86.0,Healthy,73.5,34.8,No
202609,126,84.0,97.1,100,54.3,86.0,Healthy,73.5,34.8,No
202610,126,86.5,91.9,100,47.0,83.6,Healthy,73.5,36.4,No
202611,126,84.1,94.9,86.2,53.8,81.8,Healthy,73.5,37.6,No
202612,126,84.2,93.4,100,48.7,83.8,Healthy,73.5,36.3,No
202501,127,87.8,99.1,100,93.9,95.5,Healthy,74.0,28.9,No
202502,127,87.9,99.3,100,85.2,93.8,Healthy,74.0,29.9,No
202503,127,82.0,92.7,100,77.4,88.8,Healthy,74.0,33.2,No
202504,127,81.9,92.5,90.8,83.7,87.7,Healthy,74.0,33.9,No
202505,127,91.2,98.4,100,75.5,92.4,Healthy,74.0,30.8,No
202506,127,80.3,90.8,100,87.7,89.9,Healthy,74.0,32.5,No
202507,127,85.5,96.3,100,85.0,92.3,Healthy,74.0,30.9,No
202508,127,84.2,91.8,100,94.7,92.5,Healthy,74.0,30.8,No
202509,127,85.5,96.1,100,95.1,94.3,Healthy,74.0,29.6,No
202510,127,82.3,93.0,100,95.3,92.5,Healthy,74.0,30.8,No
202511,127,80.9,91.4,100,92.8,91.2,Healthy,74.0,31.6,No
202512,127,86.3,97.4,100,88.1,93.4,Healthy,74.0,30.2,No
202601,127,91.7,99.5,100,86.5,95.1,Healthy,74.0,29.1,No
202602,127,90.1,93.9,100,77.9,91.3,Healthy,74.0,31.6,No
202603,127,83.6,94.1,100,75.2,89.2,Healthy,74.0,32.9,No
202604,127,89.6,94.7,100,67.1,89.2,Healthy,74.0,32.9,No
202605,127,92.7,95.4,100,69.6,90.7,Healthy,74.0,32.0,No
202606,127,89.0,94.2,100,69.2,89.3,Healthy,74.0,32.8,No
202607,127,85.0,92.0,100,73.1,88.5,Healthy,74.0,33.4,No
202608,127,88.2,99.6,100,82.9,93.5,Healthy,74.0,30.1,No
202609,127,83.5,94.3,100,79.8,90.1,Healthy,74.0,32.3,No
202610,127,82.9,93.7,100,86.8,91.2,Healthy,74.0,31.6,No
202611,127,82.8,93.5,100,82.4,90.2,Healthy,74.0,32.2,No
202612,127,88.9,91.1,90.8,78.5,87.9,Healthy,74.0,33.7,No
202501,128,78.2,57.4,100,70.3,75.8,Watch,85.5,45.6,No
202502,128,62.9,51.1,100,60.8,68.2,Watch,85.5,50.6,No
202503,128,63.5,55.9,100,58.7,69.4,Watch,85.5,49.8,No
202504,128,59.7,52.9,100,58.2,67.4,Watch,85.5,51.1,No
202505,128,61.8,51.0,100,51.8,66.1,Watch,85.5,51.9,No
202506,128,73.6,51.3,100,60.2,70.8,Watch,85.5,48.9,No
202507,128,74.2,50.7,100,61.3,71.0,Watch,85.5,48.8,No
202508,128,64.3,52.4,0,65.9,45.0,Critical,85.5,65.7,Yes
202509,128,78.2,54.1,100,70.7,74.9,Watch,85.5,46.2,No
202510,128,71.6,51.0,100,70.9,72.4,Watch,85.5,47.9,No
202511,128,76.9,47.9,100,69.4,72.5,Watch,85.5,47.8,No
202512,128,63.8,46.4,100,61.5,67.2,Watch,85.5,51.3,No
202601,128,74.4,49.3,100,60.5,70.5,Watch,85.5,49.1,No
202602,128,76.1,46.4,55.2,46.1,56.0,At Risk,85.5,58.6,Yes
202603,128,73.4,47.7,46.0,44.1,53.0,At Risk,85.5,60.5,Yes
202604,128,75.6,42.8,100,40.8,64.9,At Risk,85.5,52.7,No
202605,128,64.2,48.7,46.0,46.0,51.4,At Risk,85.5,61.5,Yes
202606,128,78.7,46.0,34.5,45.8,51.3,At Risk,85.5,61.6,Yes
202607,128,73.9,46.2,100,50.7,67.5,Watch,85.5,51.1,No
202608,128,76.1,47.5,100,59.2,70.1,Watch,85.5,49.4,No
202609,128,67.4,48.2,100,58.1,67.9,Watch,85.5,50.8,No
202610,128,75.7,38.6,100,48.0,65.1,Watch,85.5,52.6,No
202611,128,67.0,39.7,100,58.2,65.3,Watch,85.5,52.5,No
202612,128,60.3,42.3,34.5,52.7,46.9,Critical,85.5,64.4,Yes
202501,129,82.0,59.3,100,70.3,77.3,Watch,81.0,43.1,No
202502,129,82.0,56.9,100,60.8,74.8,Watch,81.0,44.8,No
202503,129,82.0,58.2,100,58.7,74.7,Watch,81.0,44.8,No
202504,129,68.4,60.6,72.4,58.2,65.0,Watch,81.0,51.1,No
202505,129,63.6,56.1,72.4,51.8,61.2,At Risk,81.0,53.6,No
202506,129,71.0,57.8,100,60.2,72.1,Watch,81.0,46.5,No
202507,129,67.4,54.8,100,61.3,70.5,Watch,81.0,47.5,No
202508,129,63.8,54.2,100,65.9,70.4,Watch,81.0,47.6,No
202509,129,66.3,58.6,100,70.7,73.3,Watch,81.0,45.7,No
202510,129,58.6,51.8,100,70.9,69.4,Watch,81.0,48.3,No
202511,129,68.0,52.1,100,69.4,71.5,Watch,81.0,46.9,No
202512,129,66.4,49.3,100,61.5,68.7,Watch,81.0,48.7,No
202601,129,71.0,48.2,100,60.5,69.3,Watch,81.0,48.3,No
202602,129,71.1,52.1,100,46.1,67.6,Watch,81.0,49.4,No
202603,129,64.2,65.8,100,44.1,69.6,Watch,81.0,48.1,No
202604,129,65.5,67.7,79.3,40.8,64.7,At Risk,81.0,51.3,No
202605,129,66.2,72.7,100,46.0,72.6,Watch,81.0,46.2,No
202606,129,65.1,75.0,100,45.8,72.9,Watch,81.0,45.9,No
202607,129,69.0,75.4,100,50.7,75.0,Watch,81.0,44.6,No
202608,129,69.6,82.7,100,59.2,79.0,Watch,81.0,42.0,No
202609,129,72.8,83.0,100,58.1,79.7,Watch,81.0,41.5,No
202610,129,71.8,85.9,100,48.0,78.3,Watch,81.0,42.4,No
202611,129,70.7,89.5,55.2,58.2,70.0,Watch,81.0,47.9,No
202612,129,75.8,93.2,100,52.7,82.5,Healthy,81.0,39.8,No
202501,130,68.2,51.2,100,70.3,71.5,Watch,55.5,38.0,No
202502,130,68.7,48.2,100,60.8,68.8,Watch,55.5,39.7,No
202503,130,70.6,49.5,100,58.7,69.2,Watch,55.5,39.4,No
202504,130,60.3,53.3,100,58.2,67.7,Watch,55.5,40.4,No
202505,130,71.3,50.5,100,51.8,68.3,Watch,55.5,40.0,No
202506,130,66.0,45.5,100,60.2,67.2,Watch,55.5,40.8,No
202507,130,63.5,49.3,100,61.3,67.9,Watch,55.5,40.3,No
202508,130,69.5,48.4,100,65.9,70.1,Watch,55.5,38.9,No
202509,130,75.1,46.6,100,70.7,71.9,Watch,55.5,37.7,No
202510,130,78.0,48.4,100,70.9,73.2,Watch,55.5,36.8,No
202511,130,67.3,44.4,65.5,69.4,60.4,At Risk,55.5,45.2,No
202512,130,67.3,45.4,100,61.5,67.8,Watch,55.5,40.4,No
202601,130,73.4,46.7,65.5,60.5,60.9,At Risk,55.5,44.9,No
202602,130,66.6,41.9,100,46.1,63.4,At Risk,55.5,43.2,No
202603,130,76.3,39.9,100,44.1,64.9,At Risk,55.5,42.3,No
202604,130,77.4,42.0,100,40.8,65.1,Watch,55.5,42.1,No
202605,130,64.9,41.1,100,46.0,62.7,At Risk,55.5,43.6,No
202606,130,66.4,38.8,100,45.8,62.4,At Risk,55.5,43.9,No
202607,130,62.4,37.1,100,50.7,61.9,At Risk,55.5,44.2,No
202608,130,78.5,42.4,55.2,59.2,58.0,At Risk,55.5,46.8,No
202609,130,75.4,43.6,100,58.1,68.6,Watch,55.5,39.9,No
202610,130,66.1,37.4,46.0,48.0,48.8,Critical,55.5,52.7,No
202611,130,67.0,42.7,100,58.2,66.2,Watch,55.5,41.4,No
202612,130,59.7,36.9,55.2,52.7,50.3,At Risk,55.5,51.7,No
202501,131,82.0,96.8,100,70.3,88.6,Healthy,80.5,35.6,No
202502,131,82.0,95.1,100,60.8,86.2,Healthy,80.5,37.2,No
202503,131,82.0,88.9,100,58.7,83.9,Healthy,80.5,38.6,No
202504,131,82.0,90.4,100,58.2,84.3,Healthy,80.5,38.4,No
202505,131,82.0,93.7,100,51.8,84.0,Healthy,80.5,38.6,No
202506,131,82.0,96.1,100,60.2,86.4,Healthy,80.5,37.0,No
202507,131,82.0,90.9,100,61.3,85.0,Healthy,80.5,37.9,No
202508,131,87.1,95.7,100,65.9,88.7,Healthy,80.5,35.5,No
202509,131,87.6,89.7,100,70.7,88.0,Healthy,80.5,36.0,No
202510,131,77.6,90.7,100,70.9,85.8,Healthy,80.5,37.4,No
202511,131,90.5,94.9,100,69.4,90.0,Healthy,80.5,34.7,No
202512,131,79.2,91.2,100,61.5,84.5,Healthy,80.5,38.3,No
202601,131,78.7,90.8,100,60.5,84.0,Healthy,80.5,38.6,No
202602,131,83.0,88.2,100,46.1,81.4,Healthy,80.5,40.2,No
202603,131,81.6,92.6,95.4,44.1,80.8,Healthy,80.5,40.6,No
202604,131,87.7,91.3,100,40.8,82.5,Healthy,80.5,39.6,No
202605,131,90.6,92.3,100,46.0,84.5,Healthy,80.5,38.2,No
